NPI,PROVIDER_FIRST_NAME,PROVIDER_LAST_NAME,SPECIALTY,DEPARTMENT,KP_REGION,FACILITY,PROVIDER_TYPE,DEA_NUMBER,LICENSE_STATE,HIRE_DATE,STATUS,PANEL_SIZE,ACCEPTS_NEW_PATIENTS
1819209093,Jeffrey,Torres,Radiology,Radiology,CO,Rock Creek Medical Office,NP,DEA9973845,MD,2005-01-16,INACTIVE,1261,Y
1111509200,Betty,Jackson,Neurology,Neurology,MID,Mid-Atlantic Medical Center,PA,DEA3692908,CO,2011-01-08,ACTIVE,2198,N
1805249728,Sarah,Morris,Endocrinology,Endocrinology,CO,Franklin Medical Center,NP,DEA2277479,DC,2012-02-01,ACTIVE,446,Y
1637275076,Christine,Reyes,OB/GYN,OB/GYN,HI,Moanalua Medical Center,MD,DEA2113070,VA,2015-03-13,INACTIVE,2495,Y
1756340651,David,Jackson,Pediatrics,Pediatrics,HI,Moanalua Medical Center,MD,DEA6248150,WA,2019-08-21,ACTIVE,135,Y
1398326503,Benjamin,Brown,Nephrology,Nephrology,MID,Burke Medical Center,MD,DEA3870493,OR,2007-12-29,ACTIVE,1611,Y
1445690958,Donna,Hill,Endocrinology,Endocrinology,CO,Rock Creek Medical Office,MD,DEA4883447,WA,2007-02-02,ACTIVE,331,Y
1411568699,Debra,Rivera,Pulmonology,Pulmonology,NW,Interstate Medical Office,DO,DEA5901600,MD,2020-06-08,ACTIVE,2093,Y
1837107012,Margaret,Martin,Emergency Medicine,Emergency Medicine,SCAL,Downey Medical Center,PA,DEA1612515,OR,2008-10-19,INACTIVE,2039,Y
1889674739,Linda,Adams,ENT,ENT,MAS,Capitol Hill Medical Center,RN,DEA4646558,HI,2005-04-14,ACTIVE,1542,Y
1231034281,Ryan,Wilson,Psychiatry,Psychiatry,SCAL,Downey Medical Center,NP,DEA6232042,WA,2007-03-03,ACTIVE,1726,Y
1769879470,Kathleen,Sanchez,Pediatrics,Pediatrics,CO,Rock Creek Medical Office,MD,DEA2073761,WA,2019-03-10,ACTIVE,262,Y
1920940026,Richard,Reyes,Orthopedics,Orthopedics,CO,Rock Creek Medical Office,MD,DEA9522201,DC,2018-06-09,INACTIVE,1874,Y
1026628289,Amanda,Taylor,Urology,Urology,MAS,Tysons Corner Medical Center,MD,DEA3474053,GA,2016-12-17,ACTIVE,2008,Y
1503749727,Edward,Baker,Cardiology,Cardiology,NW,Interstate Medical Office,DO,DEA3643708,GA,2014-07-02,ACTIVE,1761,N
1219461861,Kevin,Evans,Gastroenterology,Gastroenterology,MID,Burke Medical Center,MD,DEA8364254,GA,2007-05-25,ACTIVE,2134,N
1647156286,William,Mitchell,Surgery,Surgery,CO,Rock Creek Medical Office,PhD,DEA1737317,MD,2012-01-07,ACTIVE,1037,Y
1060852310,Raymond,Morris,Neurology,Neurology,MID,Burke Medical Center,DO,DEA3022945,CO,2020-04-25,ACTIVE,325,N
1676613378,Michael,Murphy,Surgery,Surgery,CO,Franklin Medical Center,LCSW,DEA4696191,DC,2005-08-05,ACTIVE,2045,Y
1454961319,Jason,Taylor,Emergency Medicine,Emergency Medicine,MID,Mid-Atlantic Medical Center,LCSW,DEA1591214,CO,2020-07-10,INACTIVE,299,Y
1610210261,Catherine,Hernandez,Endocrinology,Endocrinology,MID,Burke Medical Center,NP,DEA1047427,CA,2007-11-16,ACTIVE,2229,Y
1861993678,Pamela,Allen,Surgery,Surgery,CO,Franklin Medical Center,PA,DEA3972324,HI,2013-08-06,ACTIVE,1245,N
1736805048,Jonathan,Torres,Dermatology,Dermatology,HI,Maui Lani Medical Office,MD,DEA1599487,DC,2012-03-27,INACTIVE,1332,Y
1045634953,Nancy,Baker,Dermatology,Dermatology,NW,Sunnyside Medical Center,RN,DEA8209026,MD,2011-10-26,ACTIVE,2028,N
1920218539,Jonathan,Lewis,Rheumatology,Rheumatology,HI,Maui Lani Medical Office,MD,DEA8514235,HI,2022-01-06,INACTIVE,1228,Y
1832163777,Kimberly,Baker,Internal Medicine,Internal Medicine,MID,Mid-Atlantic Medical Center,DO,DEA8495323,WA,2017-03-14,ACTIVE,222,Y
1624622954,Eric,Allen,Gastroenterology,Gastroenterology,MID,Mid-Atlantic Medical Center,DO,DEA9335391,CO,2015-03-06,ACTIVE,672,N
1293629977,Carol,White,Gastroenterology,Gastroenterology,MAS,Tysons Corner Medical Center,MD,DEA8168642,HI,2015-06-01,ACTIVE,225,Y
1631705238,Joshua,Morales,Surgery,Surgery,GA,Crescent Center,MD,DEA5766915,CA,2022-01-24,ACTIVE,724,Y
1642966911,Catherine,Martinez,Radiology,Radiology,CO,Franklin Medical Center,NP,DEA7491759,DC,2012-09-12,ACTIVE,1504,N
1080959349,Jack,Moore,Endocrinology,Endocrinology,CO,Skyline Medical Center,NP,DEA6471828,WA,2019-12-12,ACTIVE,2320,N
1154475605,Catherine,Morris,Gastroenterology,Gastroenterology,NCAL,Santa Clara Medical Center,DO,DEA4913446,OR,2022-08-26,INACTIVE,283,Y
1385173760,Mary,Morris,OB/GYN,OB/GYN,MID,Burke Medical Center,PA,DEA6890551,GA,2023-01-18,ACTIVE,1983,N
1892371367,Pamela,Garcia,Radiology,Radiology,NCAL,Oakland Medical Center,NP,DEA5201545,VA,2018-09-12,ON_LEAVE,1799,Y
1749933674,Gary,Robinson,Orthopedics,Orthopedics,MAS,Tysons Corner Medical Center,NP,DEA6893869,DC,2018-05-15,INACTIVE,465,N
1410494458,Stephen,Taylor,Surgery,Surgery,MID,Mid-Atlantic Medical Center,NP,DEA4476300,CO,2020-11-28,ACTIVE,971,Y
1837061901,Brenda,Edwards,Pulmonology,Pulmonology,NW,Sunnyside Medical Center,NP,DEA5748441,WA,2023-11-05,ACTIVE,497,Y
1671939586,Ronald,Lee,Nephrology,Nephrology,HI,Maui Lani Medical Office,MD,DEA3242826,WA,2014-04-08,ACTIVE,576,Y
1131853399,Gary,Young,Cardiology,Cardiology,SCAL,Los Angeles Medical Center,DO,DEA5611528,HI,2016-11-14,ACTIVE,1712,N
1306112035,Lisa,Hall,OB/GYN,OB/GYN,MID,Mid-Atlantic Medical Center,RN,DEA3543183,DC,2015-03-25,ACTIVE,2396,Y
1253119927,Brenda,Cruz,Rheumatology,Rheumatology,NW,Interstate Medical Office,MD,DEA1148218,DC,2019-10-30,ACTIVE,1392,N
1969200493,Kenneth,Campbell,Emergency Medicine,Emergency Medicine,HI,Maui Lani Medical Office,DO,DEA6929366,MD,2019-12-01,ACTIVE,1659,Y
1136157911,Michelle,Jackson,Dermatology,Dermatology,NCAL,Fremont Medical Center,NP,DEA5622720,GA,2023-01-26,ACTIVE,1738,Y
1434999810,Nicole,Campbell,Radiology,Radiology,GA,Town Center Medical Office,RN,DEA5588643,CA,2008-06-12,INACTIVE,2489,Y
1200126626,Thomas,Martinez,Orthopedics,Orthopedics,GA,Crescent Center,MD,DEA5951821,VA,2017-09-18,ACTIVE,1690,Y
1200717217,David,Jackson,Neurology,Neurology,CO,Franklin Medical Center,NP,DEA3606521,HI,2020-02-20,ACTIVE,1001,N
1449464386,Linda,Ramirez,Dermatology,Dermatology,MAS,Capitol Hill Medical Center,NP,DEA4655362,CA,2018-05-01,ON_LEAVE,1613,Y
1115612101,Rachel,Murphy,Pediatrics,Pediatrics,NW,Westside Medical Center,RN,DEA3474338,DC,2020-03-03,ACTIVE,1458,Y
1379449303,Benjamin,Green,Endocrinology,Endocrinology,MID,Burke Medical Center,RN,DEA4269694,MD,2006-09-23,ACTIVE,1256,Y
1719372211,Nicole,Stewart,Orthopedics,Orthopedics,GA,Crescent Center,MD,DEA2906908,WA,2017-12-30,ACTIVE,1704,Y
1889672065,Jessica,Sanchez,Nephrology,Nephrology,MID,Burke Medical Center,PhD,DEA9515593,OR,2006-11-20,ACTIVE,1071,Y
1769193615,Margaret,Rivera,Oncology,Oncology,NCAL,Fremont Medical Center,MD,DEA4815631,WA,2020-08-13,ACTIVE,1245,Y
1944104922,Rebecca,Moore,Dermatology,Dermatology,MID,Mid-Atlantic Medical Center,MD,DEA8289955,GA,2018-02-11,ACTIVE,649,Y
1373587584,Samuel,Nguyen,Nephrology,Nephrology,CO,Skyline Medical Center,RN,DEA3439492,CO,2022-03-26,ACTIVE,2228,Y
1229114647,Elizabeth,Smith,Ophthalmology,Ophthalmology,SCAL,Downey Medical Center,MD,DEA2221289,DC,2020-12-06,ACTIVE,161,N
1624495024,Jeffrey,Jackson,ENT,ENT,SCAL,Downey Medical Center,MD,DEA5916899,MD,2010-12-25,ACTIVE,1214,Y
1582835283,Carolyn,Perez,ENT,ENT,MAS,Tysons Corner Medical Center,MD,DEA9223233,WA,2017-02-01,ACTIVE,277,Y
1436506764,Timothy,Rodriguez,Emergency Medicine,Emergency Medicine,NCAL,Oakland Medical Center,DO,DEA6576169,VA,2008-06-24,ACTIVE,1020,N
1677528818,Nicholas,Roberts,Emergency Medicine,Emergency Medicine,GA,Town Center Medical Office,MD,DEA8721507,HI,2020-10-30,ACTIVE,1089,Y
1913992156,Eric,Jackson,Orthopedics,Orthopedics,NCAL,Oakland Medical Center,MD,DEA7667198,OR,2010-09-19,ACTIVE,1981,Y
1234398804,Nancy,Phillips,Pulmonology,Pulmonology,MAS,Tysons Corner Medical Center,NP,DEA9889812,DC,2014-09-06,ACTIVE,752,N
1813495404,Melissa,Harris,Radiology,Radiology,GA,Crescent Center,PA,DEA5116930,CO,2005-08-19,ACTIVE,1897,Y
1755562026,William,Parker,Endocrinology,Endocrinology,HI,Maui Lani Medical Office,PA,DEA3281108,MD,2017-09-20,ON_LEAVE,850,Y
1803156486,Carolyn,Collins,Emergency Medicine,Emergency Medicine,MAS,Capitol Hill Medical Center,MD,DEA5820199,OR,2014-10-15,ACTIVE,771,Y
1313901755,Amy,Cruz,Emergency Medicine,Emergency Medicine,HI,Moanalua Medical Center,MD,DEA6359708,GA,2021-01-20,ACTIVE,2289,Y
1679175434,Cynthia,Jackson,Orthopedics,Orthopedics,NCAL,Walnut Creek Medical Center,NP,DEA5711004,HI,2008-04-13,ACTIVE,485,Y
1811238786,Carol,Smith,OB/GYN,OB/GYN,GA,Crescent Center,MD,DEA1769721,HI,2013-04-21,ACTIVE,2047,N
1595056111,Brian,Campbell,Ophthalmology,Ophthalmology,NCAL,Oakland Medical Center,PA,DEA2725208,GA,2023-10-21,ACTIVE,2199,Y
1844527543,Michelle,Wilson,Pediatrics,Pediatrics,CO,Franklin Medical Center,MD,DEA6622880,WA,2009-05-11,ACTIVE,2482,Y
1973548216,Jack,Reyes,OB/GYN,OB/GYN,SCAL,Irvine Medical Center,NP,DEA5953312,MD,2016-01-14,INACTIVE,1858,Y
1923168767,Justin,Thomas,Radiology,Radiology,NCAL,Santa Clara Medical Center,MD,DEA9528011,DC,2015-03-24,ACTIVE,812,Y
1013130179,Shirley,Ramirez,Dermatology,Dermatology,NW,Interstate Medical Office,PA,DEA8431955,WA,2007-06-17,ACTIVE,1578,Y
1095551335,Emma,Rodriguez,Pulmonology,Pulmonology,SCAL,San Diego Medical Center,PA,DEA9592085,HI,2010-11-06,ACTIVE,1451,N
1379448221,Eric,Jones,Neurology,Neurology,NW,Westside Medical Center,NP,DEA4343647,GA,2021-02-27,ACTIVE,1890,Y
1717152605,Catherine,Hernandez,OB/GYN,OB/GYN,NCAL,Walnut Creek Medical Center,MD,DEA9669879,DC,2020-05-22,ACTIVE,461,N
1118467963,Nancy,Brown,Ophthalmology,Ophthalmology,HI,Maui Lani Medical Office,MD,DEA9022928,CA,2019-04-04,ACTIVE,873,Y
1302590600,Gregory,Gomez,Rheumatology,Rheumatology,NW,Interstate Medical Office,MD,DEA7229021,CA,2007-03-29,ACTIVE,2439,Y
1456925396,Jacob,Nelson,Urology,Urology,GA,Town Center Medical Office,PA,DEA1954591,GA,2011-09-02,ACTIVE,1040,N
1632798374,Matthew,Rivera,Rheumatology,Rheumatology,HI,Maui Lani Medical Office,MD,DEA8288170,HI,2005-10-03,ACTIVE,287,Y
1197442182,John,Mitchell,Neurology,Neurology,HI,Maui Lani Medical Office,MD,DEA6414396,WA,2018-12-07,ACTIVE,2456,N
1223367686,Sharon,Harris,Internal Medicine,Internal Medicine,MID,Mid-Atlantic Medical Center,PA,DEA2478262,DC,2023-03-20,ACTIVE,118,Y
1738178739,Rebecca,Hall,Radiology,Radiology,GA,Crescent Center,PA,DEA9695027,HI,2019-04-04,ACTIVE,1201,N
1270119218,Katherine,Phillips,Oncology,Oncology,NCAL,Walnut Creek Medical Center,MD,DEA6978202,CA,2007-06-17,ACTIVE,191,Y
1080436828,Daniel,Martinez,Internal Medicine,Internal Medicine,NCAL,San Francisco Medical Center,RN,DEA4118367,OR,2009-01-18,INACTIVE,1733,N
1480665110,Alexander,Wilson,Pediatrics,Pediatrics,MAS,Capitol Hill Medical Center,MD,DEA9874091,HI,2022-11-17,INACTIVE,389,N
1060726527,Elizabeth,Taylor,Oncology,Oncology,MID,Mid-Atlantic Medical Center,MD,DEA1727583,HI,2009-08-04,ACTIVE,999,Y
1796864909,Anthony,Edwards,Nephrology,Nephrology,NCAL,Walnut Creek Medical Center,DO,DEA5947009,VA,2008-07-08,ACTIVE,2226,N
1633449997,William,Stewart,Radiology,Radiology,MID,Burke Medical Center,PhD,DEA6271263,DC,2011-08-15,ACTIVE,2385,Y
1308067916,Anna,Lopez,Gastroenterology,Gastroenterology,SCAL,Downey Medical Center,MD,DEA8465322,CA,2018-01-27,ACTIVE,348,N
1971356950,Rachel,Hall,Radiology,Radiology,MID,Mid-Atlantic Medical Center,NP,DEA4173390,HI,2005-01-10,ACTIVE,2038,Y
1654387402,Scott,Davis,Cardiology,Cardiology,SCAL,Downey Medical Center,RN,DEA8099018,DC,2013-03-25,ACTIVE,1473,Y
1567825276,Sandra,Flores,Pulmonology,Pulmonology,NW,Sunnyside Medical Center,RN,DEA1993823,HI,2019-07-19,ACTIVE,330,N
1736332619,Amanda,Gonzalez,Surgery,Surgery,NCAL,San Francisco Medical Center,RN,DEA7445925,HI,2022-01-01,ACTIVE,337,Y
1276040272,Michael,Robinson,Nephrology,Nephrology,SCAL,Downey Medical Center,NP,DEA7650249,VA,2017-03-31,ACTIVE,496,N
1708927902,Melissa,Brown,ENT,ENT,SCAL,Los Angeles Medical Center,PA,DEA6502870,HI,2008-02-10,ACTIVE,1954,Y
1872999054,Kenneth,Allen,Radiology,Radiology,NW,Interstate Medical Office,MD,DEA9651338,HI,2018-12-16,ACTIVE,1665,N
1081640843,Michelle,Garcia,Radiology,Radiology,HI,Moanalua Medical Center,MD,DEA8349044,CO,2012-04-26,ACTIVE,1454,Y
1385439852,Catherine,Reyes,Psychiatry,Psychiatry,MAS,Tysons Corner Medical Center,RN,DEA3935893,MD,2018-03-02,ACTIVE,1479,Y
1991104104,Angela,Allen,Neurology,Neurology,CO,Skyline Medical Center,MD,DEA8070308,WA,2007-02-19,ACTIVE,1996,Y
1176737856,William,Rivera,Rheumatology,Rheumatology,GA,Town Center Medical Office,MD,DEA5028243,VA,2019-05-19,ACTIVE,800,N
1762024055,Helen,Sanchez,Rheumatology,Rheumatology,NW,Interstate Medical Office,PhD,DEA3260917,VA,2014-05-08,ACTIVE,1383,Y
1264117445,Barbara,Williams,Orthopedics,Orthopedics,NCAL,Sacramento Medical Center,MD,DEA3852501,VA,2011-12-10,ACTIVE,1408,N
1380392098,Laura,Gonzalez,Dermatology,Dermatology,SCAL,Downey Medical Center,MD,DEA8377659,OR,2005-02-11,ACTIVE,1194,Y
1024696972,Patricia,Taylor,Nephrology,Nephrology,NCAL,Sacramento Medical Center,MD,DEA8175207,OR,2017-03-05,ACTIVE,784,Y
1475042027,Frank,Martin,Urology,Urology,NCAL,Fremont Medical Center,NP,DEA7343362,WA,2006-04-26,ACTIVE,2353,Y
1270604473,Angela,King,Gastroenterology,Gastroenterology,SCAL,Irvine Medical Center,MD,DEA1391407,CO,2022-10-09,INACTIVE,809,N
1650834929,Lisa,Nelson,Nephrology,Nephrology,HI,Maui Lani Medical Office,DO,DEA5445695,HI,2009-03-12,ACTIVE,1192,Y
1404448673,Debra,Hernandez,Psychiatry,Psychiatry,MAS,Capitol Hill Medical Center,NP,DEA1108023,GA,2021-06-17,ACTIVE,698,Y
1592238533,Dorothy,Martinez,Surgery,Surgery,NCAL,Walnut Creek Medical Center,NP,DEA7615208,CO,2016-10-18,ACTIVE,2371,Y
1516692011,Donald,Martin,Ophthalmology,Ophthalmology,HI,Moanalua Medical Center,NP,DEA1641457,VA,2012-06-24,INACTIVE,2002,Y
1421706162,Daniel,Scott,Orthopedics,Orthopedics,MAS,Capitol Hill Medical Center,MD,DEA9659753,CO,2021-11-22,ACTIVE,936,Y
1833792675,Jessica,Nelson,Psychiatry,Psychiatry,HI,Moanalua Medical Center,PA,DEA6179284,VA,2009-02-26,ACTIVE,2378,Y
1297133860,Pamela,Martinez,Ophthalmology,Ophthalmology,GA,Crescent Center,DO,DEA9361961,WA,2018-09-27,ACTIVE,2402,Y
1203464407,Rebecca,Jackson,Surgery,Surgery,MAS,Tysons Corner Medical Center,MD,DEA5779348,HI,2022-05-27,ACTIVE,1405,Y
1342644211,Melissa,Evans,Nephrology,Nephrology,NW,Westside Medical Center,MD,DEA9552811,GA,2013-01-11,ACTIVE,162,Y
1619772893,Christine,Garcia,Dermatology,Dermatology,GA,Town Center Medical Office,NP,DEA3928731,CA,2012-10-11,ACTIVE,989,Y
1139492702,Alexander,Walker,Urology,Urology,SCAL,Los Angeles Medical Center,LCSW,DEA9191486,WA,2023-04-30,ACTIVE,2173,N
1236710295,Kevin,Diaz,Emergency Medicine,Emergency Medicine,HI,Maui Lani Medical Office,DO,DEA3270375,CA,2018-03-24,ACTIVE,2280,Y
1655048356,Laura,Parker,ENT,ENT,SCAL,Riverside Medical Center,NP,DEA3349073,WA,2011-02-16,ACTIVE,1886,Y
1067077901,Pamela,White,Gastroenterology,Gastroenterology,NW,Sunnyside Medical Center,NP,DEA3561327,GA,2009-11-30,ACTIVE,1144,Y
1253798718,Rachel,Jones,Pediatrics,Pediatrics,CO,Franklin Medical Center,NP,DEA1634344,WA,2023-12-07,INACTIVE,2287,N
1707770090,Raymond,Stewart,Radiology,Radiology,CO,Franklin Medical Center,PA,DEA4253052,CA,2021-06-17,INACTIVE,612,Y
1831914027,Christopher,Taylor,ENT,ENT,MAS,Capitol Hill Medical Center,LCSW,DEA1272472,CO,2005-10-29,ACTIVE,673,Y
1254530790,Kevin,Carter,Cardiology,Cardiology,NCAL,San Francisco Medical Center,DO,DEA4654139,CO,2012-05-01,ACTIVE,2391,Y
1004595307,Sandra,Robinson,Psychiatry,Psychiatry,NW,Sunnyside Medical Center,PhD,DEA9474764,CO,2005-03-11,ACTIVE,807,Y
1678735411,Jonathan,Hall,Surgery,Surgery,NW,Westside Medical Center,RN,DEA1691098,GA,2006-08-11,INACTIVE,2006,N
1934308939,Thomas,Lopez,Pulmonology,Pulmonology,SCAL,Riverside Medical Center,PA,DEA1837696,DC,2023-03-22,ACTIVE,187,Y
1767001118,Catherine,Walker,Pediatrics,Pediatrics,MAS,Capitol Hill Medical Center,MD,DEA3058730,CA,2017-09-23,INACTIVE,1704,N
1700071054,Nicole,Martin,Endocrinology,Endocrinology,GA,Crescent Center,MD,DEA5937122,OR,2012-01-23,INACTIVE,632,Y
1207442215,Betty,Allen,Oncology,Oncology,GA,Crescent Center,MD,DEA6223129,OR,2019-03-26,ACTIVE,895,Y
1000860207,Carolyn,Mitchell,Radiology,Radiology,GA,Crescent Center,NP,DEA2759493,MD,2008-12-30,ACTIVE,1208,Y
1553166437,Margaret,Smith,Dermatology,Dermatology,MAS,Capitol Hill Medical Center,RN,DEA9669179,HI,2022-02-06,ACTIVE,1016,Y
1231326949,Ashley,Gomez,Pediatrics,Pediatrics,HI,Maui Lani Medical Office,NP,DEA1468698,HI,2017-05-01,ACTIVE,577,N
1469916936,Christopher,Nelson,Pediatrics,Pediatrics,MAS,Tysons Corner Medical Center,PA,DEA9193928,VA,2023-12-20,ACTIVE,264,Y
1443128890,Donald,Scott,Neurology,Neurology,CO,Skyline Medical Center,PA,DEA9132916,CO,2011-08-28,ACTIVE,1341,N
1032603781,Stephanie,Green,Oncology,Oncology,NCAL,Sacramento Medical Center,MD,DEA3085200,CO,2019-05-20,INACTIVE,1611,Y
1487879211,John,Hill,Gastroenterology,Gastroenterology,CO,Skyline Medical Center,PA,DEA1870280,CA,2023-07-30,ACTIVE,1267,Y
1614330277,Angela,Hill,Pulmonology,Pulmonology,HI,Moanalua Medical Center,MD,DEA2493450,MD,2022-09-08,ACTIVE,1937,Y
1030510511,Karen,Lewis,Endocrinology,Endocrinology,MID,Burke Medical Center,DO,DEA3964733,DC,2020-09-12,ACTIVE,390,N
1433446958,Carolyn,Scott,Emergency Medicine,Emergency Medicine,SCAL,Irvine Medical Center,MD,DEA9978819,HI,2015-10-28,ACTIVE,1019,N
1409921156,Jeffrey,Taylor,Endocrinology,Endocrinology,GA,Town Center Medical Office,MD,DEA9948686,OR,2009-09-12,ACTIVE,1067,Y
1533250984,Kimberly,Hall,Orthopedics,Orthopedics,MAS,Capitol Hill Medical Center,MD,DEA7135678,HI,2013-05-04,ACTIVE,941,Y
1174455841,Dorothy,Murphy,Pediatrics,Pediatrics,MAS,Tysons Corner Medical Center,DO,DEA2908462,CA,2019-08-15,ON_LEAVE,1310,Y
1756924605,Larry,Smith,Urology,Urology,CO,Franklin Medical Center,NP,DEA7635040,CO,2006-02-25,ACTIVE,560,Y
1334050111,Jennifer,Lopez,Gastroenterology,Gastroenterology,CO,Rock Creek Medical Office,MD,DEA1011816,OR,2020-08-20,ACTIVE,1042,Y
1317777652,Christine,Brown,Orthopedics,Orthopedics,NW,Interstate Medical Office,MD,DEA1404190,HI,2020-07-20,ON_LEAVE,1693,Y
1398176186,Samuel,Thomas,Internal Medicine,Internal Medicine,NCAL,Walnut Creek Medical Center,MD,DEA1076942,CA,2015-04-02,ACTIVE,2121,Y
1639554294,Kevin,Phillips,Dermatology,Dermatology,GA,Town Center Medical Office,NP,DEA4217289,MD,2005-09-11,INACTIVE,232,Y
1916140992,Amy,Martin,Radiology,Radiology,CO,Franklin Medical Center,NP,DEA5550612,OR,2018-11-24,ACTIVE,725,Y
1689369311,Paul,Wright,Endocrinology,Endocrinology,GA,Crescent Center,PA,DEA2905863,WA,2021-05-05,ACTIVE,834,N
1226018956,Carolyn,Williams,Oncology,Oncology,CO,Franklin Medical Center,NP,DEA9246712,DC,2020-07-15,ACTIVE,2412,N
1400057318,Nancy,Torres,Orthopedics,Orthopedics,CO,Skyline Medical Center,NP,DEA1578697,MD,2012-12-14,ACTIVE,1885,N
1549184797,Pamela,Martinez,Gastroenterology,Gastroenterology,MAS,Capitol Hill Medical Center,DO,DEA9767855,MD,2016-08-27,ACTIVE,655,N
1169225703,Dorothy,Lee,Rheumatology,Rheumatology,NW,Sunnyside Medical Center,DO,DEA2166831,CA,2019-03-15,ACTIVE,565,Y
1166718459,Benjamin,Hill,Dermatology,Dermatology,NCAL,Santa Clara Medical Center,DO,DEA1109558,VA,2015-10-26,ACTIVE,428,Y
1357536571,Mary,Jackson,Dermatology,Dermatology,GA,Town Center Medical Office,PA,DEA6469017,HI,2013-04-13,ACTIVE,185,Y
1171108734,Christopher,Diaz,Endocrinology,Endocrinology,MID,Burke Medical Center,MD,DEA4480149,DC,2012-03-24,ACTIVE,1616,Y
1643835529,Daniel,Allen,Nephrology,Nephrology,NW,Westside Medical Center,MD,DEA6993915,VA,2014-03-10,ACTIVE,2005,N
1991244039,Paul,Brown,Nephrology,Nephrology,SCAL,Irvine Medical Center,MD,DEA5842013,WA,2009-06-15,ACTIVE,2080,Y
1345058071,Anthony,Young,ENT,ENT,NCAL,Santa Clara Medical Center,PA,DEA9928200,CO,2005-03-02,ON_LEAVE,506,Y
1980930703,Susan,Lee,Cardiology,Cardiology,NW,Westside Medical Center,MD,DEA5490173,OR,2016-12-05,ACTIVE,1755,N
1933944965,Shirley,Garcia,OB/GYN,OB/GYN,NW,Sunnyside Medical Center,DO,DEA9901630,WA,2010-09-05,ACTIVE,2216,N
1975060380,Stephen,Robinson,ENT,ENT,NCAL,Fremont Medical Center,MD,DEA8271781,GA,2023-11-16,ACTIVE,138,N
1320658518,Alexander,Anderson,Radiology,Radiology,NCAL,San Francisco Medical Center,LCSW,DEA2489540,GA,2018-01-13,ACTIVE,504,Y
1493810670,Sarah,Johnson,OB/GYN,OB/GYN,NW,Interstate Medical Office,MD,DEA9277434,CA,2018-12-17,ACTIVE,941,Y
1036816417,Betty,Williams,Cardiology,Cardiology,MAS,Capitol Hill Medical Center,LCSW,DEA2878673,CA,2010-02-01,ACTIVE,1412,N
1098366251,Stephanie,Thompson,Endocrinology,Endocrinology,MAS,Capitol Hill Medical Center,NP,DEA2639630,CO,2007-10-12,ACTIVE,1953,Y
1218076234,Margaret,Roberts,Urology,Urology,HI,Moanalua Medical Center,NP,DEA1139642,CO,2006-10-08,ACTIVE,2307,Y
1649022866,Catherine,Davis,Cardiology,Cardiology,SCAL,Los Angeles Medical Center,MD,DEA2189471,CA,2009-11-07,ACTIVE,1964,N
1370719241,Jack,Reyes,Gastroenterology,Gastroenterology,NCAL,Oakland Medical Center,PA,DEA5815443,CO,2017-09-13,ACTIVE,449,Y
1830510437,Jeffrey,Collins,OB/GYN,OB/GYN,NW,Interstate Medical Office,MD,DEA7663565,DC,2012-09-24,ACTIVE,1956,Y
1065268395,Melissa,Murphy,Cardiology,Cardiology,MAS,Tysons Corner Medical Center,RN,DEA4524476,WA,2022-07-08,ACTIVE,1496,N
1227872207,James,White,Pulmonology,Pulmonology,NCAL,Oakland Medical Center,MD,DEA4423573,MD,2020-05-24,ACTIVE,1893,Y
1200513293,Brandon,Gomez,Surgery,Surgery,CO,Skyline Medical Center,PhD,DEA2816236,CA,2012-11-29,ON_LEAVE,2317,Y
1661255148,Gary,Cruz,Pulmonology,Pulmonology,MAS,Tysons Corner Medical Center,MD,DEA8765582,OR,2007-03-14,ACTIVE,523,Y
1737346554,Kathleen,Turner,Cardiology,Cardiology,SCAL,San Diego Medical Center,NP,DEA5451265,WA,2019-07-06,ACTIVE,1111,Y
1583260168,Frank,Anderson,ENT,ENT,NW,Westside Medical Center,MD,DEA4369020,VA,2015-01-19,ACTIVE,2157,N
1502932670,Paul,Garcia,Dermatology,Dermatology,SCAL,Fontana Medical Center,PhD,DEA8744817,DC,2022-02-08,INACTIVE,406,Y
1478512671,Benjamin,Williams,Emergency Medicine,Emergency Medicine,NCAL,Fremont Medical Center,NP,DEA9258891,CA,2014-07-05,ACTIVE,299,N
1680203322,Nicole,Baker,Gastroenterology,Gastroenterology,CO,Franklin Medical Center,DO,DEA1412471,DC,2018-10-23,ACTIVE,113,Y
1212264565,Scott,Adams,Oncology,Oncology,MAS,Tysons Corner Medical Center,PA,DEA7999863,VA,2011-08-15,ACTIVE,1035,Y
1903937535,Jeffrey,Nelson,Pulmonology,Pulmonology,CO,Skyline Medical Center,PA,DEA7839470,CO,2018-08-31,ACTIVE,2264,Y
1220844863,Edward,Campbell,Dermatology,Dermatology,NW,Interstate Medical Office,RN,DEA7388125,HI,2006-12-03,ACTIVE,867,N
1568431814,Joseph,Davis,Rheumatology,Rheumatology,SCAL,Downey Medical Center,RN,DEA5192164,GA,2009-02-06,ACTIVE,2432,Y
1481158802,Susan,Morales,Rheumatology,Rheumatology,MAS,Capitol Hill Medical Center,RN,DEA6641170,MD,2010-05-15,ACTIVE,2329,Y
1505079406,Laura,Green,Nephrology,Nephrology,SCAL,Irvine Medical Center,MD,DEA7106949,WA,2009-02-07,ACTIVE,2123,Y
